timeStamp,departureDay,distance
20:03:00,Wednesday,1060
20:07:00,Wednesday,794
20:07:00,Wednesday,581
20:07:00,Wednesday,569
20:07:00,Wednesday,521
20:08:00,Wednesday,521
20:56:00,Wednesday,1054
20:57:00,Wednesday,1054
20:58:00,Wednesday,1054
20:59:00,Wednesday,1054
21:00:00,Wednesday,1054
21:01:00,Wednesday,1054
21:01:00,Wednesday,1051
21:02:00,Wednesday,1051
21:02:00,Wednesday,1050
21:02:00,Wednesday,1090
21:03:00,Wednesday,1090
21:03:00,Wednesday,1104
21:03:00,Wednesday,1103
21:03:00,Wednesday,1102
21:03:00,Wednesday,1092
21:03:00,Wednesday,1091
21:03:00,Wednesday,1076
21:03:00,Wednesday,1074
21:04:00,Wednesday,1074
21:04:00,Wednesday,1062
21:04:00,Wednesday,1059
21:04:00,Wednesday,1043
21:04:00,Wednesday,1031
21:04:00,Wednesday,1000
21:04:00,Wednesday,984
21:05:00,Wednesday,984
21:05:00,Wednesday,953
21:05:00,Wednesday,952
21:06:00,Wednesday,952
21:07:00,Wednesday,952
21:07:00,Wednesday,952
21:08:00,Wednesday,952
21:08:00,Wednesday,952
21:08:00,Wednesday,842
21:08:00,Wednesday,785
21:08:00,Wednesday,582
21:08:00,Wednesday,532
21:09:00,Wednesday,532
21:09:00,Wednesday,507
21:09:00,Wednesday,406
21:10:00,Wednesday,406
21:10:00,Wednesday,342
21:10:00,Wednesday,305
21:10:00,Wednesday,253
21:11:00,Wednesday,253
21:11:00,Wednesday,245
21:11:00,Wednesday,200
21:11:00,Wednesday,168
21:12:00,Wednesday,168
21:12:00,Wednesday,113
21:12:00,Wednesday,103
21:12:00,Wednesday,97
21:12:00,Wednesday,49
21:13:00,Wednesday,49
21:13:00,Wednesday,2
21:13:00,Wednesday,3
21:14:00,Wednesday,46
21:14:00,Wednesday,105
07:27:00,Thursday,1105
07:28:00,Thursday,1105
07:29:00,Thursday,1105
07:30:00,Thursday,1105
07:31:00,Thursday,1105
07:31:00,Thursday,1114
07:32:00,Thursday,1114
07:33:00,Thursday,1114
07:34:00,Thursday,1114
07:35:00,Thursday,1114
07:35:00,Thursday,1089
07:35:00,Thursday,1090
07:35:00,Thursday,1094
07:35:00,Thursday,1107
07:35:00,Thursday,1114
07:35:00,Thursday,1117
07:36:00,Thursday,1117
07:36:00,Thursday,1125
07:37:00,Thursday,1125
07:37:00,Thursday,1104
07:37:00,Thursday,1103
07:37:00,Thursday,1099
07:37:00,Thursday,1090
07:38:00,Thursday,1090
07:38:00,Thursday,1071
07:38:00,Thursday,1038
07:38:00,Thursday,1042
07:38:00,Thursday,997
07:39:00,Thursday,953
07:39:00,Thursday,950
07:40:00,Thursday,950
07:40:00,Thursday,893
07:40:00,Thursday,842
07:40:00,Thursday,791
07:40:00,Thursday,783
07:41:00,Thursday,783
07:42:00,Thursday,783
07:42:00,Thursday,689
07:42:00,Thursday,649
07:43:00,Thursday,649
07:43:00,Thursday,588
07:43:00,Thursday,581
07:43:00,Thursday,572
07:43:00,Thursday,537
07:44:00,Thursday,537
07:44:00,Thursday,528
07:44:00,Thursday,483
07:45:00,Thursday,483
07:45:00,Thursday,382
07:46:00,Thursday,382
07:46:00,Thursday,316
07:46:00,Thursday,291
07:47:00,Thursday,291
07:47:00,Thursday,281
07:47:00,Thursday,279
07:47:00,Thursday,279
07:48:00,Thursday,279
07:48:00,Thursday,263
07:48:00,Thursday,257
07:48:00,Thursday,210
07:49:00,Thursday,210
07:49:00,Thursday,199
07:49:00,Thursday,178
07:49:00,Thursday,169
07:49:00,Thursday,147
07:50:00,Thursday,147
07:50:00,Thursday,147
07:50:00,Thursday,120
07:51:00,Thursday,120
07:51:00,Thursday,115
07:51:00,Thursday,78
07:51:00,Thursday,45
07:52:00,Thursday,45
07:52:00,Thursday,45
