timeStamp,departureDay,distance
14:13:00,7,115
14:13:00,7,110
14:13:00,7,72
14:13:00,7,48
14:14:00,7,48
14:14:00,7,7
14:14:00,7,6
14:14:00,7,30
14:15:00,7,30
14:15:00,7,42
14:16:00,7,42
14:16:00,7,134
14:16:00,7,238
14:56:00,7,1111
14:57:00,7,1111
14:58:00,7,1111
14:59:00,7,1111
15:00:00,7,1111
15:01:00,7,1111
15:01:00,7,1119
15:01:00,7,1123
15:01:00,7,1124
15:01:00,7,1118
15:01:00,7,1118
15:01:00,7,1112
15:02:00,7,1112
15:02:00,7,1102
15:02:00,7,1100
15:02:00,7,1090
15:02:00,7,1087
15:02:00,7,1080
15:02:00,7,1077
15:02:00,7,1077
15:02:00,7,1079
15:03:00,7,1079
15:03:00,7,1076
15:03:00,7,1060
15:03:00,7,1059
15:03:00,7,1043
15:04:00,7,1043
15:04:00,7,1019
15:04:00,7,1015
15:04:00,7,997
15:04:00,7,986
15:05:00,7,986
15:05:00,7,952
15:05:00,7,938
15:05:00,7,844
15:05:00,7,835
15:06:00,7,835
15:06:00,7,804
15:06:00,7,732
15:07:00,7,732
15:07:00,7,629
15:07:00,7,580
15:07:00,7,571
15:08:00,7,571
15:08:00,7,528
15:08:00,7,522
15:08:00,7,489
15:08:00,7,426
15:09:00,7,426
15:09:00,7,323
15:09:00,7,312
15:09:00,7,256
15:09:00,7,221
15:09:00,7,169
15:10:00,7,169
15:10:00,7,124
15:10:00,7,119
15:10:00,7,108
15:10:00,7,47
15:10:00,7,16
15:10:00,7,14
15:11:00,7,14
15:11:00,7,87
15:11:00,7,187
16:01:00,7,654
16:01:00,7,673
16:01:00,7,712
16:02:00,7,712
16:03:00,7,712
16:04:00,7,712
16:05:00,7,712
16:06:00,7,712
16:06:00,7,1086
16:06:00,7,1098
16:06:00,7,1100
16:08:00,7,1102
16:08:00,7,1091
16:08:00,7,1112
16:09:00,7,1112
16:10:00,7,1112
16:10:00,7,1116
16:10:00,7,1092
16:10:00,7,1091
16:10:00,7,1089
16:10:00,7,1083
16:11:00,7,1083
16:11:00,7,1074
16:11:00,7,1065
16:11:00,7,1060
16:11:00,7,1058
16:11:00,7,1045
16:12:00,7,1045
16:12:00,7,1042
16:12:00,7,1024
16:12:00,7,1021
16:12:00,7,1006
16:12:00,7,999
16:13:00,7,999
16:13:00,7,978
16:13:00,7,942
16:13:00,7,901
16:13:00,7,869
16:13:00,7,838
16:14:00,7,838
16:14:00,7,804
16:14:00,7,780
16:14:00,7,737
16:15:00,7,737
16:15:00,7,633
16:15:00,7,581
16:15:00,7,538
16:16:00,7,538
16:16:00,7,532
16:16:00,7,521
16:17:00,7,521
16:17:00,7,431
16:18:00,7,431
16:18:00,7,327
16:18:00,7,316
16:18:00,7,266
16:19:00,7,266
